date	ticker	open	high	low	close
1/31/20 0:00	GOOG	67.08	75.16	67.08	71.71
1/31/20 0:00	META	206.75	224.2	201.06	201.91
1/31/20 0:00	MSFT	158.78	174.05	156.51	170.23
1/31/20 0:00	AMZN	93.75	102.79	90.77	100.44
1/31/20 0:00	NFLX	326.1	359.85	321.2	345.09
